origin,first city,second city,third city,fourth city,distance,political,points,probabilityDistribution
Kuala Lumpur,Moscow,Seoul,Jakarta,ShangHai,24466.028607802036
Kuala Lumpur,Tokyo,Moscow,Paris,ShangHai,24557.79097892772
Kuala Lumpur,Canberra,Seoul,Jakarta,ShangHai,24677.364308609773
Kuala Lumpur,Canberra,Tokyo,Jakarta,ShangHai,24705.394042339514
Kuala Lumpur,Jakarta,Seoul,Paris,ShangHai,24706.74233517328
Kuala Lumpur,Tokyo,Seoul,Paris,ShangHai,24713.214056220968
Kuala Lumpur,Seoul,Tokyo,Paris,ShangHai,24750.95837250223
Kuala Lumpur,Tokyo,Paris,Seoul,ShangHai,24872.126909949195
Kuala Lumpur,Seoul,Moscow,Jakarta,ShangHai,24966.88953126381
Kuala Lumpur,Moscow,Jakarta,Tokyo,ShangHai,24983.066654530692
Kuala Lumpur,Seoul,Paris,Tokyo,ShangHai,25056.935713416762
Kuala Lumpur,Moscow,Tokyo,Jakarta,ShangHai,25836.67018415436
Kuala Lumpur,Jakarta,Tokyo,Paris,ShangHai,25950.076007870117
Kuala Lumpur,Seoul,Jakarta,Moscow,ShangHai,26032.328619803167
Kuala Lumpur,Paris,Jakarta,ShangHai, ,26445.942198408793
Kuala Lumpur,Tokyo,Moscow,Jakarta,ShangHai,26555.907180575163
Kuala Lumpur,Moscow,Paris,Jakarta,ShangHai,26634.321893251054
Kuala Lumpur,Paris,Moscow,Jakarta,ShangHai,26658.191473184237
Kuala Lumpur,Tokyo,Jakarta,Moscow,ShangHai,27237.917976218745
Kuala Lumpur,Canberra,Moscow,ShangHai, ,27824.855404280264
Kuala Lumpur,Jakarta,Canberra,Moscow,ShangHai,27876.393322745145
Kuala Lumpur,Canberra,Jakarta,Moscow,ShangHai,28044.77366009117
Kuala Lumpur,Paris,Jakarta,Seoul,ShangHai,28164.58335485627
Kuala Lumpur,Canberra,Seoul,Moscow,ShangHai,28367.133497950337
Kuala Lumpur,Canberra,Moscow,Seoul,ShangHai,28478.057472188382
Kuala Lumpur,Canberra,Tokyo,Moscow,ShangHai,28778.59152457586
Kuala Lumpur,Paris,Seoul,Jakarta,ShangHai,29123.94151692657
Kuala Lumpur,Paris,Jakarta,Tokyo,ShangHai,29554.981514739415
Kuala Lumpur,Seoul,Paris,Jakarta,ShangHai,29600.93286045516
Kuala Lumpur,Canberra,Moscow,Tokyo,ShangHai,30251.883924967304
Kuala Lumpur,Paris,Tokyo,Jakarta,ShangHai,30367.275189623408
Kuala Lumpur,Moscow,Canberra,ShangHai, ,30546.26814028917
Kuala Lumpur,Seoul,Jakarta,Paris,ShangHai,30751.678956366035
Kuala Lumpur,Moscow,Jakarta,Canberra,ShangHai,30766.18639610007
Kuala Lumpur,Tokyo,Paris,Jakarta,ShangHai,31062.64260611102
Kuala Lumpur,Moscow,Seoul,Canberra,ShangHai,31088.546233959238
Kuala Lumpur,Moscow,Tokyo,Canberra,ShangHai,31500.004260584763
Kuala Lumpur,Moscow,Canberra,Seoul,ShangHai,31890.02770555727
Kuala Lumpur,Tokyo,Jakarta,Paris,ShangHai,31957.268312781613
Kuala Lumpur,Moscow,Canberra,Tokyo,ShangHai,32321.24231571361
Kuala Lumpur,Moscow,Canberra,Jakarta,ShangHai,32441.02798085259
Kuala Lumpur,Canberra,Paris,ShangHai, ,32708.194313826556
Kuala Lumpur,Canberra,Paris,Moscow,ShangHai,32749.138532314668
Kuala Lumpur,Canberra,Moscow,Paris,ShangHai,32756.45501561858
Kuala Lumpur,Jakarta,Canberra,Paris,ShangHai,32759.732232291437
Kuala Lumpur,Canberra,Jakarta,Paris,ShangHai,32764.123996654038
Kuala Lumpur,Paris,Seoul,Moscow,ShangHai,32813.710706267135
Kuala Lumpur,Jakarta,Moscow,Canberra,ShangHai,32911.349295167485
Kuala Lumpur,Moscow,Seoul,Paris,ShangHai,32961.14618262128
Kuala Lumpur,Canberra,Seoul,Paris,ShangHai,33172.48188342902
Kuala Lumpur,Canberra,Paris,Seoul,ShangHai,33276.08937436315
Kuala Lumpur,Canberra,Tokyo,Paris,ShangHai,33456.63200639906
